OrderID,CustomerName,City,Product,Quantity,Price,PurchaseDate
312,Priya,Hyderabad,Mobile,1,77182,18-09-2020 06:00
313,Divya,Mumbai,Headphones,2,10853,25-12-2021 04:00
314,Manoj,Hyderabad,Tablet,4,17454,27-06-2020 20:00
315,Neha,Bangalore,Smartwatch,2,41460,10-10-2023 05:00
316,Manoj,Bangalore,Smartwatch,2,82301,13-06-2023 02:00
317,Rahul,Delhi,Smartwatch,3,12039,10-07-2020 20:00
318,Arjun,Pune,Smartwatch,4,91422,10-10-2021 08:00
319,Arjun,Mumbai,Camera,2,91729,31-05-2023 04:00
320,Priya,Chennai,Camera,3,92887,30-05-2021 17:00
321,Neha,Kolkata,Smartwatch,4,55816,08-03-2023 21:00
322,Kiran,Pune,Smartwatch,2,75534,21-07-2023 21:00
323,Priya,Chennai,Laptop,3,61972,25-06-2020 04:00
324,Manoj,Hyderabad,Smartwatch,1,79804,10-04-2020 00:00
325,Priya,Chennai,Smartwatch,3,92612,26-03-2022 23:00
326,Manoj,Chennai,Laptop,2,23339,28-04-2020 23:00
327,Amit,Kolkata,Smartwatch,1,86149,24-03-2021 18:00
328,Arjun,Bangalore,Smartwatch,2,80411,28-04-2020 13:00
329,Amit,Bangalore,Mobile,3,53073,21-09-2022 14:00
330,Divya,Bangalore,Mobile,1,54343,17-12-2022 01:00
331,Neha,Chennai,Headphones,2,93704,16-02-2021 03:00
332,Kiran,Hyderabad,Camera,4,80884,05-03-2021 16:00
333,Manoj,Mumbai,Tablet,3,55171,23-07-2020 12:00
334,Kiran,Kolkata,Headphones,3,36993,21-01-2022 12:00
335,Manoj,Delhi,Smartwatch,4,33890,17-06-2022 18:00
336,Rahul,Hyderabad,Headphones,3,54470,25-05-2022 04:00
337,Priya,Kolkata,Headphones,1,38357,27-02-2020 16:00
338,Divya,Kolkata,Smartwatch,4,73473,12-04-2021 17:00
339,Arjun,Bangalore,Tablet,2,7906,29-04-2021 04:00
340,Manoj,Hyderabad,Smartwatch,2,82864,07-11-2022 06:00
341,Kiran,Mumbai,Headphones,4,73759,19-06-2021 03:00
342,Divya,Pune,Laptop,2,71270,27-03-2021 20:00
343,Sneha,Bangalore,Laptop,1,32211,17-09-2021 15:00
344,Sneha,Mumbai,Laptop,2,64700,01-08-2023 00:00
345,Amit,Pune,Headphones,2,97633,01-02-2023 09:00
346,Arjun,Delhi,Headphones,2,32348,20-03-2020 08:00
347,Rahul,Hyderabad,Camera,4,42729,12-08-2023 05:00
348,Kiran,Delhi,Mobile,3,45484,07-06-2022 07:00
349,Priya,Kolkata,Camera,2,12128,16-04-2021 11:00
350,Priya,Chennai,Smartwatch,4,14516,11-09-2021 14:00
351,Kiran,Hyderabad,Laptop,3,6366,07-02-2020 05:00
352,Neha,Kolkata,Mobile,4,18862,18-03-2021 11:00
353,Rahul,Pune,Camera,3,81164,22-10-2022 20:00
354,Divya,Chennai,Tablet,4,44139,07-08-2021 13:00
355,Manoj,Mumbai,Tablet,3,12146,03-04-2021 21:00
356,Neha,Chennai,Tablet,4,16109,04-03-2020 11:00
357,Manoj,Pune,Laptop,3,36090,31-07-2022 00:00
358,Manoj,Pune,Mobile,2,60396,26-10-2020 05:00
359,Neha,Mumbai,Laptop,2,94887,23-11-2023 13:00
360,Amit,Delhi,Tablet,3,87198,22-11-2021 03:00
361,Sneha,Bangalore,Headphones,2,10030,14-06-2020 13:00
362,Manoj,Delhi,Laptop,3,29911,01-06-2022 17:00
363,Neha,Kolkata,Mobile,1,39369,30-03-2023 10:00
364,Neha,Chennai,Laptop,2,50381,01-09-2022 18:00
365,Vikram,Mumbai,Mobile,3,14241,15-02-2022 12:00
366,Amit,Chennai,Smartwatch,1,45700,23-01-2023 21:00
367,Arjun,Pune,Headphones,2,56507,23-04-2023 07:00
368,Vikram,Kolkata,Camera,4,66277,04-05-2020 02:00
369,Vikram,Kolkata,Mobile,2,91958,04-04-2021 23:00
370,Kiran,Bangalore,Mobile,4,52998,15-08-2021 21:00
371,Sneha,Hyderabad,Tablet,4,11630,18-06-2021 15:00
372,Neha,Hyderabad,Tablet,1,46849,14-03-2022 22:00
373,Sneha,Hyderabad,Headphones,2,98502,21-10-2022 11:00
374,Rahul,Chennai,Smartwatch,4,62728,30-04-2022 20:00
375,Kiran,Hyderabad,Smartwatch,1,80488,17-07-2023 15:00
376,Arjun,Mumbai,Laptop,2,29762,27-08-2020 05:00
377,Sneha,Bangalore,Camera,1,40737,24-11-2021 17:00
378,Priya,Kolkata,Camera,4,42183,29-01-2020 02:00
379,Manoj,Pune,Headphones,4,86266,14-12-2020 02:00
380,Rahul,Delhi,Camera,2,45475,14-02-2022 21:00
381,Amit,Pune,Laptop,3,41579,27-11-2021 17:00
382,Arjun,Mumbai,Tablet,2,94026,30-12-2020 05:00
383,Rahul,Bangalore,Smartwatch,4,37870,31-10-2023 06:00
384,Manoj,Delhi,Headphones,1,76979,12-05-2021 23:00
385,Kiran,Hyderabad,Camera,4,51636,02-08-2022 22:00
386,Manoj,Delhi,Smartwatch,1,19476,01-05-2023 01:00
387,Vikram,Kolkata,Headphones,3,16371,15-01-2022 14:00
388,Manoj,Chennai,Headphones,1,70672,26-03-2022 09:00
389,Vikram,Chennai,Mobile,3,69964,12-08-2023 03:00
390,Kiran,Hyderabad,Mobile,1,75721,18-09-2023 16:00
391,Divya,Hyderabad,Headphones,2,18819,08-05-2023 14:00
392,Vikram,Mumbai,Smartwatch,2,86431,06-05-2020 02:00
393,Amit,Mumbai,Mobile,4,82272,12-03-2020 20:00
394,Manoj,Pune,Camera,4,9932,08-05-2023 18:00
395,Manoj,Kolkata,Headphones,4,48167,14-06-2020 14:00
396,Amit,Chennai,Mobile,4,49637,14-01-2022 10:00
397,Priya,Bangalore,Camera,1,97109,09-09-2021 02:00
398,Neha,Mumbai,Tablet,3,42365,17-08-2020 21:00
399,Divya,Bangalore,Tablet,1,9624,05-03-2021 14:00
400,Arjun,Pune,Smartwatch,2,61569,14-07-2021 04:00
401,Vikram,Chennai,Headphones,4,80977,31-12-2020 21:00
402,Amit,Mumbai,Laptop,1,25833,10-04-2020 18:00
403,Kiran,Bangalore,Camera,2,52314,11-03-2020 19:00
404,Vikram,Pune,Smartwatch,4,24411,18-05-2023 22:00
405,Neha,Bangalore,Smartwatch,2,79699,01-12-2020 18:00
406,Kiran,Mumbai,Smartwatch,2,37885,27-09-2023 17:00
407,Rahul,Hyderabad,Headphones,4,55921,18-06-2022 07:00
408,Manoj,Pune,Mobile,1,82529,07-07-2020 19:00
409,Rahul,Pune,Tablet,4,84050,11-05-2022 16:00
410,Vikram,Delhi,Mobile,1,94225,13-06-2023 03:00
411,Neha,Hyderabad,Camera,2,73808,19-08-2021 21:00
412,Divya,Pune,Headphones,2,21154,22-08-2020 19:00
413,Vikram,Delhi,Smartwatch,1,94737,26-05-2020 11:00
414,Amit,Bangalore,Tablet,1,52647,19-12-2020 01:00
415,Sneha,Mumbai,Camera,3,13708,03-02-2020 14:00
416,Vikram,Pune,Tablet,1,68195,17-09-2022 14:00
